input_text;target_text;path
liṃgakaśakyadīdṛśaevāyamapūrvovidhisvarupakathanātmakaïtiapūrvaḥ.karaṇatvāghaśabodhakatvādvile;liṃgakaśakyadṛśaevāyamapūrvovidhisvarūpakathanātmakaïtiapūrvaḥ.karaṇatvāghaśabodhakatvādvilo;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/73.jpg
kṣaṇaḥ.aprāpaprāpakatāyāḥsvarūpakathanaparaṇevasiddheḥjyotirastitenayajetetyanaryāsveprakārakānu.ma;kṣaṇāḥ.aprāptaprāpakatāyāḥsvarūpakathanapareṇaivasiddheḥjyotirastitenayajetetyanaryosvaprakārakānumi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/74.jpg
teḥsaṃbhavenatataṃbadhasyāpibhānasaṃbhavādvatyanyadatat..tasmātsarvathetaraviśeṣaṇatvenopaschiteyogeso॰ṣa;teḥsaṃbhavenatatsaṃbaṃdhasyāpibhānasaṃbhavādvetyanyadetat.tasmātsarvathetaraviśeṣaṇatvenopasthiteyogeso17;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/75.jpg
1ṣphitya.karṇatvetrīhīṇāvyāpyavṛtitvanirvāhāyavyāsabyavṛtikaraṇatvarūpasamuccitakaraṇātvāsaṃbhavepipra;1karaṇatverbrāhīṇāṃvyāpyavṛttitvanirvāhāyavyāsabyavṛtikaraṇātvarūpasamuccitakaraṇātvāsaṃbhavepipra;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/76.jpg
tyakapayāptakaraṇatvarūpakaraṇasamuccayāpattiḥ|.tayācadukaruddharonavyānāṃsamuccayaḥtasmādithyaṃsamāgheyahetai;tyekaparyāptakaraṇatvarūpakaraṇasamuccayāpattiḥ..tayācaduruddharonavyānāṃsamuccayaḥ.tasmāditthaṃsamādheyaṃ.hetau;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/77.jpg
tṛttīyetisūtrasyahegutvaviśiṣṭārthavodhakātrātipadikottatīyāviśaktibhavatītyarthaḥ.yadyapiṃvibhaktivṛṃdavi;tṛtīyetisūtrasyahetutvaviśiṣṭārthabodhakātprātipadikāttṛtīyāvibhaktirbhavatītyarthaḥ.yadyapivibhaktivṛṃdavi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/78.jpg
dhitaḥpūravamanabhir̤hitaïtyadhikāravattataḥpūrvaṃprātipadikādityadhikārābhāvenānuvṛtyayogādhdhetuvācakātyā;dhitaḥpūrvamanabhihitaïtyadhikāravattataḥpūrvaṃprātipadikādityadhikārābhāvenānuvṛtyayogāddhetuvācakātprā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/79.jpg
tipadikoptarātṛtīyetyarthavarṇanāyogenahetauvācyetṛtīyetyevāryoyuktastathāpiḍhyāpamātipadikāditisṃ;tipadikātparātṛtīyetyarthavarṇanāyogenahetauvācyetṛtīyetyevārthoyuktastathāpiḍyāpūprātipadikāditisū;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/80.jpg
trīttarasvojesamauḍityādisūtrakataṇādayaṃmarthaḥsūyate.anabhihitapādādauprātipadikāditistrakaraṇeli;trottaraṃsvaujasamauḍityādisūtrakaraṇādayamarthaḥsūcyate..anabhihitapādādauprātipadikāditisūtrakaraṇeli;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/81.jpg
gaviśiṣṭapanbhāṣayādvayābaṃtādityapisidṭetaṣdhitātānāṃprātipadikotraprayojyatvalāṃbhāyaṅyāfyāṃtatli;gaviśiṣṭaparibhāṣayāḍyābaṃtāidatyapisiddhetaddhitāṃtānāṃprātipadikātparaprayojyatvalābhāyaḍyāpūbhyāṃtanmi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/82.jpg
rāsāyacacāturthikasyasvasyayathāsthiyatisyāvaśyakatvepratipadikapadasyadviḥsūtraṇagauravāpatirityā;rāsāyacacāturthikasyasūtrasyayathāsthitesyāvaśyakatveprātipadikapadasyadviḥsūtraṇagauravāpattirityā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/83.jpg
ra.yanalādyavāyatatrevasvījasūtracita.svaujasādīnāmevacaprathamādipadavācyatvenavyapekṣālakṣaṇasāma;rāyenalādyavāyatatraivasvaujāsūtraracitaṃ.svaujasādīnāmevacaprathamādipadavācyatvenavyapekṣālakṣaṇāsāma;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/84.jpg
thyasyapryānāṃprakṛtyaryapanvitasvārthabodhakatvatyuptattopayaṃvasitasyapadaniṣyādakavidhāvapekṣita;rthyasyapratyayānāṃprakṛtyarthānvitasvārthabodhakatvavyuptattauparyavasitasyapadaniṣpādakavidhāvapekṣita;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/85.jpg
tvanapakinoṣaṇā.cca.savakavākyatāyāhatutviśiṣṭebodhakatrātipadikāktadathītanvitabodhakāṣṭābhyāā;tvenaparibhāṣaṇācca.sarvaikavākyatāyāṃhetutvaviśiṣṭebodhakātprātipadikāttadarthānvitabodhakāṣṭābhyāṃ1;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/86.jpg
19bhāvavatītasmānnasomalatetarabhkatatatyākriditiyadiccasometarasyāpijyotiṣṭomekaraṇatvaṃsyāttadātenahheta;19bhāvavatītasmānmasomalatetaraXditi.yadicasometarasyāpijyotiṣṭomekaraṇatvaṃsyāttadātenahetu;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/87.jpg
nāsometarabhedonasidhyatītisometarasyākaraṇatvaṃsomasyaivacakaraṇatvaṃvaktavyāidamevacanairapekṣyaṃviśeṣa;nāsometarabhedonasidhyatītisometarasyākaraṇātvaṃsomasyaivacakaraṇatvaṃvaktavyaṃ.idamevacanairapekṣyaṃviśeṣa;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/88.jpg
vāetvasamavyāptaṃviśeṣaṇatvasvarūpamavetitasyaśakyatāvachedakatvasidhyarthamevamutiḥ.hatutveitisūtrakaraṇetu;vaṇatvasamavyāptaṃviśeṣaṇatvasvarūpamevetitasyaśakyatāvachedakatvasidhyarthamevamuktiḥ|hetutveitisūtrakaraṇetu;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/89.jpg
itvitarāvṛttitvesatisakalahetuvṛttitvasyaivaśakyatāvachedakatavāpatirnapunaḥmātipadikārthaitarāvṛt_itvesatiyāvatrā;hatvitarāvṛttitvesatisakalahetuvṛttitvasyaivaśakyatāvachedakatvāpatirnapunaḥprātipadikārthetarāvṛttitvesatiyāvatprā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/90.jpg
tipadikārthaivṛttitvasyahetāvitistcakaraṇetuhaitiṃtarāvṛprātipaṃdikārthavaśeṣaṇehetutvaïtyarthalābhādvaparītyaṃ..tatro;tipadikārthavṛttitvasyahetāvitisūtrakaraṇetuXprātipadikārthaviśeṣaṇohetutvaïtyarthalābhādveparītyaṃ..tatra;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/91.jpg
prakṛtyarthatāvachedakavyāpakatvaviśiṣṭohetutvīyaḥsaṃbaghaktamakṛttipratyayasamabhivyāhāraiṇevalabhyaḥ.ataḥpariśe;prakṛtyarthatāvachedakavyāpakatvaviśiṣṭohetutvīyaḥsaṃbadhastuprakṛtipratyayasamabhivyāhāreṇaivalabhyaḥ.ataḥpariśe;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/92.jpg
ṣātrakṛtyarthetarasaṃbaṃdhābhāvarūpanairapekṣyamevānanalabhyaṃśaspatāvachedakatvenaphalati.prātipadikārthasyaivahatutve;ṣātprakṛtyarthetarasaṃbaṃdhābhāvarūpaṃnairayekṣyamevānanāl̤abhyaṃśakyatāvachedakatvenaphalati.prātipadikārthasyaivahetutve;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/93.jpg
pisomabhinnaspaghaṭāderapihetutvāṃgīkāvepisomaghaṭosayasādhāraṇahetutvāvachinapratiyogitākabheda;pisaumabhinnasyaghaṭāderapihetutvāṃgīkārepisomaghaṭobhayasādhāraṇaṃhetutvāvachinnapratiyogitākabheda;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/94.jpg
syevahetvitarapadārthat_enaśavayatāvachedakakoṭipraveśāpatyāprathamapakṣasomaghaṭobhayapasitraghaṭāderevahetutvaniā;syaivahetvitarapadārthatvenaśakyatāvachedakakoṭipraveśāpatyāprathamapakṣesomaghaṭobhayabhinnaghaṭāderevahetutvanirā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/95.jpg
tvasabodhosminyakṣetuprātipadikaśakyatāvachedakasomasyevānyāyābhāvapratiyoṇitāvachedakatvenatṛtīyāvibhakatti;tvasabodhosminyakṣetuprātipadikaśakyatāvachedakasomasyaivānyānyābhāvapratiyogitāvachedakatvenatṛtīyāvibhakti;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/96.jpg
rakyatāvachedakakoṭipraveśādghaṭepihatutvanirāsabodhaḥ..evaṃcaprohiyavaschalevākyadvayaprāmāṇyavaśātka;śakyatāvachedakakoṭipraveśādghaṭepihetutvanirāsabodhaḥ..evaṃcavrīhiyavasthalevākyadvayaprāmāṇyavaśātka;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/97.jpg
30|kyatāvachedakakoṭāvamraveśannirepekṣasādhānatvaṃtṛtīyārthaïtiprācāmāvāryāṇāīvyavahāronayujyataḥtkaktirgabhīrataḥ;20|kyatāvachedakakoṭāvapraveśānmirepekṣasādhānatvaṃtṛtīyārthaïtiprācāmācāryāṇāṃvyavahāronayujyataïtyuktirgaṃbhīratara;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/98.jpg
va.vatamahāśyākramaṇaṃsāmathyaikamūlakatvādapāstā|nacaṃyathāśrutohehurevatattīyārthosvitivācyaṃ|nāmārthaṃpakārakābhedasa;rāyā|mahāśayākramaṇasāmarthyaikamūl̤akatvādapāstā.nacayathāśrutoheturevatṛtīyārthostvitivācyaṃ.namārthaprakārakābhedase;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/99.jpg
sargakabodhaṃpratipnatyayajanyopasditaraviśiṣyatāsaṃbaṃdhenahetutvamitikāryakāraṇabhovīṃtarakalpanāpatteḥ.saṃbadhārtha;sargakabodhaṃpratipratyayajanyopasthiterviśeṣyatāsaṃbaṃdhenahetutvamitikāryakāraṇabhovāṃtarakalapanāpatteḥ|saṃbadhārtha;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/100.jpg
kaṣaṣaṭhyādobhedasaṃbeṃdhaghaṭitakāryakāraṇabhāvasyatkṛptatvāt.ananyalabhyanyāyācca.ataevasamarthasūtrekriyā;kaṣaṣṭhyādaubhedasaṃbaṃdhaghaṭitakāryakāraṇabhāvasyalkṛptatvāt.ananyalabhyanyāyācca.ataevasamarthasūtrekriyā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/101.jpg
kārakayoḥsaṃbadhasyadvitīyāvāvikābhavatītimahābhāṣyaṃsaṃgachataïtimāsaryamuharāryāvataḍitenamanasālocana.;kārakayoḥsaṃbaṃdhasyadvitīyāvācikābhavatītimahābhāṣyaṃsaṃgachataïtimātsaryamutsāryāvahitenamanasālocanī;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/102.jpg
yaṃ..yadpipadaniṣyādakovidhiḥpadavidhiritivyākhyāneparāṃgavadbhāvesamarthapevibhāṣānapravarteteti.tadapīṣṭā;yaṃ..yadṛpipadaniṣyādakovidhiḥpadavidhiritivyākhyāneparāṃgavabhdāvesamarthaparibhāṣānapravarteteti.tadapīṣṭā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/103.jpg
panna|nacaivamatenetyasyaparāṃgavadrāvāpatyāmitrāvaruṇāvityasyaṣāṣṭhādayudāttatāpatiḥ.tannimittagrahaṇīkartavyami;panmaṃ|nacaivamṛtenetyasyaparāṃgavabhdāvāpatyāmitrāvaruṇāvityasyaṣāṣṭhādyudāttatāpattiḥ.tanmimittagrahaṇaṃkartavyami;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/104.jpg
tivārtikenaivatannarāsāt.tasyāmaṃtritapadārthasyayannimitaṃtadvācakapadamevaparāṃgavatyādititadarthat.divaï;tivārtikenaivatanmirāsāt.tasyāmaṃtritapadārthasyayannimitaṃtadvācakapadamevaparāṃgavatsyādititadarthat.divaï;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/105.jpg
tipadārthasyad_uhitṛpadārthapratinimitakāraṇatvenatasyapadasyaparāṃgavad_āvepimitrāvaruṇapadārthapatikṛuḥtaneti;tipadārthasyaduhitṛpadārthaṃpratinimitakāraṇatvenatasyapadasyaparāṃgavabhdāvepimitrāvaruṇapadārthaṃpratikṛteneti;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/106.jpg
papārthasyanimittah_ābhāvenatadanāpatteḥyaghayyervaṃsatimitrārasuṇāvityasyaparāṃgavadbhāvokṛtāvṛghetyaṃsyasava;padārthasyanimittatvābhāvenatadanāpatteḥyadyapyevaṃsatimitrāvaruṇāvityasyaparāṃgavabhdāvoX;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/107.jpg
nidātārthāḥnasidhyati....tathāhi..tratasyavardhayitārāvityarthaiṃtabhīvitaṇparthādvidh_eḥkvipitttādadhovitisūyaṃ;Xnasidhyati....tathāhi..ṛtasyavardhayitārāvityartheṃtarbhāvitaṇyarthādvṛddheḥ.kvipiṛtāvṛdhovitirūpaṃ.;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/108.jpg
21ā|taktapadaniṣyādakovidhirevārthaḥparāṃgavad_āvatusamarthapadānuvṛtibalādvidhyaṃtareṣasamarthāśritatvasid_iḥ.s_uvacā;21tastu..padaniṣyādakovidhirevārthaḥparāṃgavabhdāvetusamarthapadānuvṛtibala.dvidhyaṃtareṇasamarthāśritatvasiddhiḥ.suvacā.;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/109.jpg
subāmaṃt_iteparāṃgavatparaïtistrasyasamarthaḥsubaṃtaśad_uāmaṃtriteparesvarakāryaviṣayeparāṃmavadāvamāpacateiṭathā;subāmaṃtṛteparāṃgavatsaraïtisūtrasyasamarthaḥsubaṃtaśabdaāmaṃtriteparesvarakāryaviṣayeparāṃgavabhdāvamāpagharteityarthā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/110.jpg
v.anyathāsyasatrasyasamarthasatrāttaramavapraṇayanavaiyyarthyāpatte.sahasupatisūtretratmuphūpadasya.nuvṛtyāvaśaka;t.anyathāsyasūtrasyasamarthasūtrottaramevapraṇayanavaiyyārthyāpatteḥ.sahasupetisūtretratyasupūpadasyānuvṛtyāvaśyaka;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/111.jpg
tvāpisupūsupetyevasūtrayituṃśakyatvāṃt.tasmātmarthapadānuvṛttilipsayaivataty_ānesūtrakāraṇamititasyapadānā;tvopisupūsupetyevasūtrayituṃśakyatvāt.tasmātsamarthapadānuvṛttilipsayaivatatsthānesūtrakaraṇamititasyapadani;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/112.jpg
ṣyāvakatvābhāvepipārthakyarenasamarthāśritatvavidhiḥ.tatchānesūtraṇamevacapadaniṣyādakāvidhiḥpadavidhirityartha;ṣyādakatvābhāvepipārthakyenasamarthāśritatvavidhiḥ.tatsthānesūtraṇamevacapadaniṣyādakovidhiḥpadavidhirityartha;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/113.jpg
vayanijñāpakasityapivaktaṃśakyaṃkatiṃcavaiyyākaraṇānīprātipadikavibhaktyoḥparasyarānvitārthabodhakatvaniyamasyaku;varṇanijñāpakamityapivaktuṃśakyaṃ.kiṃcavaiyyakaraṇānāṃprātipadikavibhaktyoḥparasparānvitārthabodhakatvaniyamasyaku;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/114.jpg
talābhaḥ.nacalokaveḥtathāsatittamāṃsādārapitathaivasuvact_enastrasyevavaiyarthyāpatteḥ.yāyamlānāṃparibhāṣā;tolābhaḥ.nacalokataḥ.tathāsatisamāsādārapitathaivasuvacatvenasūtrasyaivavaiyyarthyāpatteḥ|nyāyamūlānāṃparibhāṣā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/115.jpg
ṇāstrakareṇāktāpanāt.kvavijtapanādanuvādat_aiṃkatvetusarvānugamakatvenāsmākīnaevāryovarpīyituyuktapratya;ṇāsūtrakāreṇājñāpanāt.kkacijñdāpanādanuvādatvekatvetusarvānugamaṃkatvenāsmākīnaevārthovarṇāyituṃyuktaḥ.pratyu;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/116.jpg
tabavharthasacakatvenasatratvāgarayuṇyāt.aniṣṭābhāvācce.imāmevacapabhibhāṣāmāśriyamilitayorevasamasyamāna;tabab_harthasūcakatvenasūtratvānuguṇyāt.aniṣṭābhāvācca.imāmevacaparibhāṣāmāśrityamilitayorevasamasyamāna;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/117.jpg
padmarthayorle.h_itoṣṭagīṣodauprakatipratyayārthayorapibhāvanāyāmanvayomīmāsakeḥsvīkriyatenaparasyaravātīna;padārthayaurlohitaṣṭagīṣādauprakṛtipratyayārthayorapibhāvanāyāmanvayomīmāṃsakaiḥsvīkriyatenaparasparavārtāna;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/118.jpg
22|kasyācāśāvdatvenavārtikoktadadaṣakatābījasyābhāvenavākyabhedāprasarāt..kicacitrayāyajatapaśukāmaïtyatraükta;22kasyācāśābdatvenavārtikoktadūṣakatābījasyābhāvenavākyabhedāprasarāt..kiṃcacitrayāyajetapaśukāmaïtyacaükta;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/119.jpg
rotyāvāsyabhedāprasattyānāmatvaṃmepinasidhyediticitrādhikaraṇavirodhaḥkicaduṃbaroyūpobhavatyūjevirudhyai;rītyāvākyabhedāprasaktyānāmatvaṃmapinasidhyediticitrādhikaraṇavirodhaḥ.kiṃcaauduṃbaroyūpobhavatyujevirudhyai;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/120.jpg
yaspaparṇaṃmayījuhūrbhavatinasapāpaṃślokaṃsaṇotiityatrāpyudubaraparṇavayoḥphalevidhānāpattiḥ.nacāśrayālābha;yasyaparṇamayījuharbhavatinasapāpaṃślokaṃśṛṇotiityatrāpyuduṃbaraparṇatayoḥphalevidhānāpattiḥ.nacāśrayālābhaḥ..;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/121.jpg
prathamaṃkhalekapotanyāyenabhāvananvitānāmevadvaitīyīkabodhiāśrayatvenānvayasaṃbhavāt.vākyabhadasyoktarīyai;prathamaṃkhalekapautanyāyenabhāvanānvitānāmevadvaitīyīkabodheāśrayatvenānvayasaṃbhavāt..vākyabhedasyoktarītyai;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/122.jpg
vābhāvād_itisarvatrevabhavanmatevākyabhedasyābhāvenavitīṇeṃjallājalistādatadoghāyativākyabhedaikamādhyānā;vābhāvāditisarvatraivabhavanmatevākyabhedasyābhāvenavitīrṇojalāṃjalistādṛśadoṣāyetivākyabhedaikasādhyānāṃ;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/123.jpg
bahanāmadhikaraṇānāuchedaḥkiṃcaviśiṣṭāvidhautāvanmatvarthalakṣaṇānaṃgīkāveudbhidadhikaraṇavirādhaḥtra;bahunāmadhikaraṇānāṃuchedaḥ.kiṃca.viśiṣṭavidhautāvanmatvarthalakṣaṇānaṃgīkāreubhdidadhikaraṇavirodhaḥtatra;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/124.jpg
haguṇvidhipakṣeyāgasyāmāptasyavidhayatvenaviśiṣṭavidhitvānyupagamematvarthanakṣaṇābhiyevanāmadheyatvamā;higuṇavidhipakṣeyāgasyāmāptasyavidheyatvenaviśiṣṭavidhitvābhyupagamematvarthalakṣaṇābhiyaivanāmadheyatvamā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/125.jpg
schitaṃ.tādaśabādhakābhāvehigāṇaviśiṣṭavidhitvamevaparāvartet.pratipadādhikaraṇavidodhaśca.tatrahinasa;schitaṃ.tādṛśabādhakābhāvehiguṇaviśiṣṭevidhitvamevaparārvarteta.pratipadādhikaraṇavirodhaśca.tatrahinasa;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/126.jpg
rveṣāṃkalabhāvanākaraṇatākiṃtvekasyevetinirṇayātva.yadāpyekasyevakaraṇatātadāpikimupapadārthasyaivonaṃdhā;rveṣāṃphalabhāvanākaraṇatākiṃtvekasyaivetinirṇayāt..yadāpyekasyaivakaraṇatātadāpikimupapadārthasyaibotadhā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/127.jpg
tvathasyevetisaṃdidyāttarapakṣasyavasid_āṃtīkaraṇenopapadārthasyanabhāvanākaraṇatvabhityāsyasyaṣṭāvedakā;tvarthasyaivetisaṃditghottarapakṣasyaivasiddhāṃtīkaraṇenopapadārthasyanabhāvanākaraṇatvimityasyaspaṣṭāvedakabhā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/128.jpg
dāthāṃdhikaraṇapvirodhaśca.krumikavocadayamaṃgīkurvatātumatenaitadoṣāḍanmīlattāṃtisyaṣṭa....yata;vārthādhikaraṇavirodhaśca..kramikabodhadvayamaṃgīkurvatātumatenaitedvoṣāunmīlaṃtītisyaṣṭaṃ....yadapi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/129.jpg
bhicārāt.tathāhiastihyaṣaṭarātronāmāhīnaḥviśvajitrathamamahastathorthabhipūvaḥṣaḍahastatobhiniditi;bhicārāt.tathāhiastiddhaṣṭarātronāmāhīnaḥviśvajitprathamamahastathorthabhiplavaḥṣaḍahastatobhijiditi.;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/130.jpg
tatcaguṇeṣudvādaśāhasyetinyāyanadvādaśāhavidhyaṃtaprāttāvapināmātideśasyaprābalyātrathamehaniprakativi;tatraguṇeṣudvādaśāhasyetinyāyenadvādaśāhavidhyaṃtaprāptāvapināmātideśasyaprābalyātprathamehaniprakṛtivi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/131.jpg
śvanitividyamānamavabhṛthādudetyavatpatvaṃcepanidhattaïtivihitāvatsatvaṃkaparidhānasādhanatveneprāpnotijye;śvajitividyamānamavabhṛthādudetyavatsatvaṃceparidhattaïtivihitāvatsatvakaparidhānasādhanatvenaprāpnoti.jyo;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/132.jpg
tiṣṭemātvahatavāsaḥparidhattaïtivihitāvasatvakaparidhānasādhanatābad_ūyoḥparasparatanirapekṣāpratkṣa;tiṣṭomātvahataṃvāsaḥparidhattaïtivihitāvatsatvakaparidhānamādhanatāvadvayoḥparasparanirapekṣāpratyakṣa;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/133.jpg
sidyetivāsasorvikalyāpattiḥ.iṣṭohitatrasaṃmuccayaḥśrautināṃ.kiṃca.āghāramāghārayatītiprakṛtyordhvamā;siddhetivāsasorvikalpāpattiḥ..iṣṭohitatrasamuccayaḥśrautināṃ.kiṃca.ādyāramādyārayatītiprakṛtyordhvamā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/134.jpg
dāvayatitat_umāghārayatisaṃtatamāghārayatītivihitānāmūrdhatvādiguṇānāṃparasyaranirapekṣatvenekādāra;dyārayatiṛjumādyārayatisaṃtatamādyārayatītivihitānāmūrdhvatvādiguṇānāṃparasparanirapekṣatvenaikādyāra;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/135.jpg
sādhanānāṃvikalpāpattiḥ..evaṃdaḍenadīkṣayatimekhalyādaukṣayatītyādināṃvihitānādīkṣānirapekṣasādha;sādhanānāṃvikalpāpattiḥ..evaṃdaṃḍenadīkṣayatimekhalayādīkṣayatītya.dināṃvihitānāṃdīkṣānirapekṣasādha;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/136.jpg
nānāṃdaḍamekhalādīnāṃvikalapasyāt..evamāruṇyapigākṣatvaikahāyanotvādīnāmaṃpimithonapekṣatvenaikada;nānāṃdaḍamekhalādīnāṃvikalpesyāt..evamārūpyapiṃga.kṣatvaikahāyanītvādīnāmaṃpimithonapekṣatvenaikaï;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/137.jpg
vyapariṇedakānāvikalpāyatiḥ.tametaṃvedānuvacanenalāh_uṇāvividiṣatiyaaenadānenatapasāsnāśake;vyaparichedakānāṃvikalpāpattiḥ.tametaṃvedānuvacanenabrāhmaṇāvividiṣaṃtiyajñenadānenatapasā'nāśake;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/138.jpg
metivihitānānekavadanāṃpratitṛtīyayānirapaśṣasādhanetvenabodhitānāṃyatñādīnāṃvikalpāpattiśca;netivihitānāmekavedanāṃpratitṛtīyayānirapekṣasādhanetvenabodhitānāṃyajñādīnāṃvikalpāpattiśca;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/139.jpg
somakrayadravyāṇākrayakatvapakṣevikalapāpattiśvaranacānatyarthevāccasamuccayaḥ.tathātveādhānadakṣi;somakrayadravyāṇāṃkrayekatvapakṣevikalpāpattiśca.nacānatyarthatvāccasamuccayaḥ.tathātveādhānadakṣi;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/140.jpg
4kṣaṇāṃtaraṃ.yāvalārakānvitabhāranābodhakapadasamahovākyamititadarthaḥ.tasyavapadasamahasyānakapadārthānā;24kṣaṇāṃtaraṃ..yāvatkārakānvitabhāvanābodhakapadasamūhauvākyamititadarthaḥ.tasyavapadasamūhasyānekapadārthānā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/141.jpg
manekeṣāmanvayānāṃcabodhakat_epimukhyariśraṣyatvenajñāyamānāyābhāvanāyāekatvādvākyeṣyeṃkatvavyavahāraïtiva;manekeṣāmanvayānāṃcabodhakatvepimukhyaviśeṣyatvenajñāyamānāyābhāvanāyāekatvādvākyepyekattvavyavahāraïtiva;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/142.jpg
daṃti.anayācarītyādādaśāhenaprajākāmaṃyājeyetnapradaśaprājāpatyānyaśūnālabhetaḥtādaubhāvanābhedā;daṃti.anayācarītyādvādaśāhenaprajākāmaṃyājeyetsatpadaśaprājāpatyānyaśūnālabhetaïtyādaubhāvanābhedā;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/143.jpg
dvāsyabhedāpattiritibhāvanāmukhyariśeṣyakabodhegatamevaikatvaṃbhāvenaikatvaṃpadanaprāvāmabhimataṃlakṣyate;dvākyabhedāpattiritibhāvanāmukhyaviśeṣyakabodhegatamevaikatvaṃbhāvenaikatvapadanaprāvāmabhimataṃlakṣyate;/home/ocr_proj/OCR/vPostNAAC/line_images/train_big_llm_10/144.jpg
